Site,latitude,longitude,Variety,Year,Variable,Value,Unit
ColliOrientali,44,11,TocaiFr,2015,bunchNo,14,number
ColliOrientali,44,11,TocaiFr,2016,bunchNo,14,number
ColliOrientali,44,11,TocaiFr,2017,bunchNo,8,number
ColliOrientali,44,11,TocaiFr,2018,bunchNo,16,number
ColliOrientali,44,11,TocaiFr,2019,bunchNo,15,number
ColliOrientali,44,11,TocaiFr,2006,berryWeight,1.22,g
ColliOrientali,44,11,TocaiFr,2007,berryWeight,1.49,g
ColliOrientali,44,11,TocaiFr,2008,berryWeight,0.82,g
ColliOrientali,44,11,TocaiFr,2009,berryWeight,1.51,g
ColliOrientali,44,11,TocaiFr,2010,berryWeight,1.24,g
ColliOrientali,44,11,TocaiFr,2011,berryWeight,1.5,g
ColliOrientali,44,11,TocaiFr,2012,berryWeight,1.3,g
ColliOrientali,44,11,TocaiFr,2013,berryWeight,1.24,g
ColliOrientali,44,11,TocaiFr,2014,berryWeight,1.24,g
ColliOrientali,44,11,TocaiFr,2015,berryWeight,1.27,g
ColliOrientali,44,11,TocaiFr,2016,berryWeight,1.16,g
ColliOrientali,44,11,TocaiFr,2017,berryWeight,1.65,g
ColliOrientali,44,11,TocaiFr,2018,berryWeight,1.36,g
ColliOrientali,44,11,TocaiFr,2019,berryWeight,1.53,g
ColliOrientali,44,11,TocaiFr,2020,berryWeight,1.41,g
ColliOrientali,44,11,TocaiFr,2021,berryWeight,1.53,g
ColliOrientali,44,11,TocaiFr,2022,berryWeight,1.22,g
ColliOrientali,44,11,TocaiFr,2023,berryWeight,1.28,g
ColliOrientali,44,11,TocaiFr,2024,berryWeight,1.35,g
ColliOrientali,44,11,TocaiFr,2006,yield,1.46,kg plant-1
ColliOrientali,44,11,TocaiFr,2007,yield,2.23,kg plant-1
ColliOrientali,44,11,TocaiFr,2008,yield,2.21,kg plant-1
ColliOrientali,44,11,TocaiFr,2009,yield,3.17,kg plant-1
ColliOrientali,44,11,TocaiFr,2010,yield,2.88,kg plant-1
ColliOrientali,44,11,TocaiFr,2011,yield,1.8,kg plant-1
ColliOrientali,44,11,TocaiFr,2012,yield,4.03,kg plant-1
ColliOrientali,44,11,TocaiFr,2013,yield,0.86,kg plant-1
ColliOrientali,44,11,TocaiFr,2014,yield,1.74,kg plant-1
ColliOrientali,44,11,TocaiFr,2015,yield,2.08,kg plant-1
ColliOrientali,44,11,TocaiFr,2016,yield,2,kg plant-1
ColliOrientali,44,11,TocaiFr,2017,yield,1.82,kg plant-1
ColliOrientali,44,11,TocaiFr,2018,yield,3.61,kg plant-1
ColliOrientali,44,11,TocaiFr,2019,yield,2.89,kg plant-1
ColliOrientali,44,11,TocaiFr,2008,sugar,22.5,Bx
ColliOrientali,44,11,TocaiFr,2009,sugar,22.4,Bx
ColliOrientali,44,11,TocaiFr,2010,sugar,21.6,Bx
ColliOrientali,44,11,TocaiFr,2011,sugar,21.4,Bx
ColliOrientali,44,11,TocaiFr,2012,sugar,20.9,Bx
ColliOrientali,44,11,TocaiFr,2013,sugar,21.7,Bx
ColliOrientali,44,11,TocaiFr,2014,sugar,17.6,Bx
ColliOrientali,44,11,TocaiFr,2015,sugar,21,Bx
ColliOrientali,44,11,TocaiFr,2016,sugar,21.3,Bx
ColliOrientali,44,11,TocaiFr,2017,sugar,20.1,Bx
ColliOrientali,44,11,TocaiFr,2018,sugar,19.4,Bx
ColliOrientali,44,11,TocaiFr,2019,sugar,20.9,Bx
ColliOrientali,44,11,TocaiFr,2020,sugar,18.5,Bx
ColliOrientali,44,11,TocaiFr,2021,sugar,22.5,Bx
ColliOrientali,44,11,TocaiFr,2023,sugar,18.7,Bx
ColliOrientali,44,11,VerduzzoFr,2006,bunchNo,10,number
ColliOrientali,44,11,VerduzzoFr,2007,bunchNo,8,number
ColliOrientali,44,11,VerduzzoFr,2008,bunchNo,8,number
ColliOrientali,44,11,VerduzzoFr,2009,bunchNo,6,number
ColliOrientali,44,11,VerduzzoFr,2010,bunchNo,9,number
ColliOrientali,44,11,VerduzzoFr,2011,bunchNo,10,number
ColliOrientali,44,11,VerduzzoFr,2012,bunchNo,11,number
ColliOrientali,44,11,VerduzzoFr,2013,bunchNo,7,number
ColliOrientali,44,11,VerduzzoFr,2014,bunchNo,8,number
ColliOrientali,44,11,VerduzzoFr,2015,bunchNo,10,number
ColliOrientali,44,11,VerduzzoFr,2016,bunchNo,10,number
ColliOrientali,44,11,VerduzzoFr,2017,bunchNo,15,number
ColliOrientali,44,11,VerduzzoFr,2018,bunchNo,12,number
ColliOrientali,44,11,VerduzzoFr,2019,bunchNo,13,number
ColliOrientali,44,11,VerduzzoFr,2007,berryWeight,1.67,g
ColliOrientali,44,11,VerduzzoFr,2008,berryWeight,1.25,g
ColliOrientali,44,11,VerduzzoFr,2009,berryWeight,1.64,g
ColliOrientali,44,11,VerduzzoFr,2010,berryWeight,1.08,g
ColliOrientali,44,11,VerduzzoFr,2011,berryWeight,1.08,g
ColliOrientali,44,11,VerduzzoFr,2012,berryWeight,1.36,g
ColliOrientali,44,11,VerduzzoFr,2013,berryWeight,0.98,g
ColliOrientali,44,11,VerduzzoFr,2014,berryWeight,1.38,g
ColliOrientali,44,11,VerduzzoFr,2015,berryWeight,1.7,g
ColliOrientali,44,11,VerduzzoFr,2016,berryWeight,1.08,g
ColliOrientali,44,11,VerduzzoFr,2017,berryWeight,1.32,g
ColliOrientali,44,11,VerduzzoFr,2018,berryWeight,2.09,g
ColliOrientali,44,11,VerduzzoFr,2019,berryWeight,1.22,g
ColliOrientali,44,11,VerduzzoFr,2020,berryWeight,1.1,g
ColliOrientali,44,11,VerduzzoFr,2021,berryWeight,1.24,g
ColliOrientali,44,11,VerduzzoFr,2022,berryWeight,1.51,g
ColliOrientali,44,11,VerduzzoFr,2023,berryWeight,1.42,g
ColliOrientali,44,11,VerduzzoFr,2024,berryWeight,1.3,g
ColliOrientali,44,11,TocaiFr,2007,yield,0.81,kg plant-1
ColliOrientali,44,11,TocaiFr,2008,yield,1.34,kg plant-1
ColliOrientali,44,11,TocaiFr,2009,yield,1.29,kg plant-1
ColliOrientali,44,11,TocaiFr,2010,yield,0.86,kg plant-1
ColliOrientali,44,11,TocaiFr,2011,yield,1.62,kg plant-1
ColliOrientali,44,11,TocaiFr,2012,yield,1.8,kg plant-1
ColliOrientali,44,11,TocaiFr,2013,yield,0.95,kg plant-1
ColliOrientali,44,11,TocaiFr,2014,yield,1.66,kg plant-1
ColliOrientali,44,11,TocaiFr,2015,yield,1.85,kg plant-1
ColliOrientali,44,11,TocaiFr,2016,yield,1.02,kg plant-1
ColliOrientali,44,11,TocaiFr,2017,yield,2.42,kg plant-1
ColliOrientali,44,11,TocaiFr,2018,yield,2.51,kg plant-1
ColliOrientali,44,11,TocaiFr,2019,yield,1.78,kg plant-1
ColliOrientali,44,11,VerduzzoFr,2008,sugar,24,Bx
ColliOrientali,44,11,VerduzzoFr,2009,sugar,23.8,Bx
ColliOrientali,44,11,VerduzzoFr,2010,sugar,23.9,Bx
ColliOrientali,44,11,VerduzzoFr,2012,sugar,22.7,Bx
ColliOrientali,44,11,VerduzzoFr,2013,sugar,22.9,Bx
ColliOrientali,44,11,VerduzzoFr,2014,sugar,20.6,Bx
ColliOrientali,44,11,VerduzzoFr,2015,sugar,23,Bx
ColliOrientali,44,11,VerduzzoFr,2016,sugar,23.4,Bx
ColliOrientali,44,11,VerduzzoFr,2017,sugar,20.7,Bx
ColliOrientali,44,11,VerduzzoFr,2018,sugar,24.6,Bx
ColliOrientali,44,11,VerduzzoFr,2019,sugar,23.7,Bx
ColliOrientali,44,11,VerduzzoFr,2020,sugar,25.6,Bx
ColliOrientali,44,11,VerduzzoFr,2021,sugar,25.7,Bx
ColliOrientali,44,11,VerduzzoFr,2023,sugar,24,Bx
wurzburg,49.82,9.95,Riesling,2010,yield,55.21,hl ha-1
wurzburg,49.82,9.95,Riesling,2009,yield,63.8,hl ha-1
wurzburg,49.82,9.95,Riesling,2008,yield,56.9,hl ha-1
wurzburg,49.82,9.95,Riesling,2007,yield,59.47,hl ha-1
wurzburg,49.82,9.95,Riesling,2006,yield,50,hl ha-1
wurzburg,49.82,9.95,Riesling,2005,yield,53.1,hl ha-1
wurzburg,49.82,9.95,Riesling,2004,yield,67.18,hl ha-1
wurzburg,49.82,9.95,Riesling,2003,yield,50.84,hl ha-1
wurzburg,49.82,9.95,Riesling,2002,yield,55.63,hl ha-1
wurzburg,49.82,9.95,Riesling,2001,yield,36.62,hl ha-1
wurzburg,49.82,9.95,Riesling,2000,yield,67.74,hl ha-1
wurzburg,49.82,9.95,Riesling,1999,yield,53.94,hl ha-1
wurzburg,49.82,9.95,Riesling,1998,yield,64.93,hl ha-1
wurzburg,49.82,9.95,Riesling,1997,yield,40.14,hl ha-1
wurzburg,49.82,9.95,Riesling,1996,yield,49.3,hl ha-1
wurzburg,49.82,9.95,Riesling,1995,yield,43.52,hl ha-1
wurzburg,49.82,9.95,Riesling,1994,yield,45.91,hl ha-1
wurzburg,49.82,9.95,Riesling,1993,yield,62.67,hl ha-1
wurzburg,49.82,9.95,Riesling,1992,yield,47.32,hl ha-1
wurzburg,49.82,9.95,Riesling,1991,yield,38.31,hl ha-1
wurzburg,49.82,9.95,Riesling,1990,yield,51.54,hl ha-1
wurzburg,49.82,9.95,Riesling,1989,yield,46.06,hl ha-1
wurzburg,49.82,9.95,Riesling,1988,yield,50.14,hl ha-1
wurzburg,49.82,9.95,Riesling,1987,yield,52.11,hl ha-1
wurzburg,49.82,9.95,Riesling,1986,yield,43.66,hl ha-1
wurzburg,49.82,9.95,Riesling,1985,yield,66.76,hl ha-1
wurzburg,49.82,9.95,Riesling,1984,yield,69.86,hl ha-1
wurzburg,49.82,9.95,Riesling,1983,yield,98.73,hl ha-1
wurzburg,49.82,9.95,Riesling,1982,yield,40.28,hl ha-1
wurzburg,49.82,9.95,Riesling,1981,yield,33.94,hl ha-1
wurzburg,49.82,9.95,Riesling,1980,yield,60.15,hl ha-1
wurzburg,49.82,9.95,Riesling,1979,yield,37.33,hl ha-1
wurzburg,49.82,9.95,Riesling,1978,yield,52.81,hl ha-1
wurzburg,49.82,9.95,Riesling,1977,yield,36.56,hl ha-1
wurzburg,49.82,9.95,Riesling,1976,yield,65.57,hl ha-1
wurzburg,49.82,9.95,Riesling,1975,yield,41.97,hl ha-1
wurzburg,49.82,9.95,Riesling,1974,yield,55.9,hl ha-1
wurzburg,49.82,9.95,Riesling,1973,yield,42.16,hl ha-1
wurzburg,49.82,9.95,Riesling,1972,yield,24.37,hl ha-1
wurzburg,49.82,9.95,Riesling,1971,yield,58.99,hl ha-1
wurzburg,49.82,9.95,Riesling,1970,yield,34.62,hl ha-1
wurzburg,49.82,9.95,Riesling,1969,yield,37.52,hl ha-1
wurzburg,49.82,9.95,Riesling,1968,yield,33.27,hl ha-1
wurzburg,49.82,9.95,Riesling,1967,yield,23.98,hl ha-1
wurzburg,49.82,9.95,Riesling,1965,yield,30.36,hl ha-1
wurzburg,49.82,9.95,Riesling,1964,yield,44.29,hl ha-1
wurzburg,49.82,9.95,Riesling,1962,yield,21.47,hl ha-1
wurzburg,49.82,9.95,Riesling,2010,sugar,116.51,Oe
wurzburg,49.82,9.95,Riesling,2009,sugar,119.71,Oe
wurzburg,49.82,9.95,Riesling,2008,sugar,86.86,Oe
wurzburg,49.82,9.95,Riesling,2007,sugar,99.84,Oe
wurzburg,49.82,9.95,Riesling,2006,sugar,105.56,Oe
wurzburg,49.82,9.95,Riesling,2005,sugar,93.53,Oe
wurzburg,49.82,9.95,Riesling,2004,sugar,94.6,Oe
wurzburg,49.82,9.95,Riesling,2003,sugar,94.3,Oe
wurzburg,49.82,9.95,Riesling,2002,sugar,125.6,Oe
wurzburg,49.82,9.95,Riesling,2001,sugar,122.65,Oe
wurzburg,49.82,9.95,Riesling,2000,sugar,88.72,Oe
wurzburg,49.82,9.95,Riesling,1999,sugar,112.5,Oe
wurzburg,49.82,9.95,Riesling,1998,sugar,115.71,Oe
wurzburg,49.82,9.95,Riesling,1997,sugar,107.69,Oe
wurzburg,49.82,9.95,Riesling,1996,sugar,122.38,Oe
wurzburg,49.82,9.95,Riesling,1995,sugar,104.22,Oe
wurzburg,49.82,9.95,Riesling,1994,sugar,157.37,Oe
wurzburg,49.82,9.95,Riesling,1993,sugar,118.64,Oe
wurzburg,49.82,9.95,Riesling,1992,sugar,86.59,Oe
wurzburg,49.82,9.95,Riesling,1991,sugar,81.52,Oe
wurzburg,49.82,9.95,Riesling,1990,sugar,89.53,Oe
wurzburg,49.82,9.95,Riesling,1989,sugar,96.21,Oe
wurzburg,49.82,9.95,Riesling,1988,sugar,111.43,Oe
wurzburg,49.82,9.95,Riesling,1987,sugar,73.24,Oe
wurzburg,49.82,9.95,Riesling,1986,sugar,76.2,Oe
wurzburg,49.82,9.95,Riesling,1985,sugar,96.74,Oe
wurzburg,49.82,9.95,Riesling,1984,sugar,122.65,Oe
wurzburg,49.82,9.95,Riesling,1983,sugar,65.76,Oe
wurzburg,49.82,9.95,Riesling,1982,sugar,72.97,Oe
wurzburg,49.82,9.95,Riesling,1981,sugar,87.39,Oe
wurzburg,49.82,9.95,Riesling,1980,sugar,69.38,Oe
wurzburg,49.82,9.95,Riesling,1979,sugar,90.38,Oe
wurzburg,49.82,9.95,Riesling,1978,sugar,69.1,Oe
wurzburg,49.82,9.95,Riesling,1977,sugar,71.38,Oe
wurzburg,49.82,9.95,Riesling,1976,sugar,94.89,Oe
wurzburg,49.82,9.95,Riesling,1975,sugar,80.36,Oe
wurzburg,49.82,9.95,Riesling,1974,sugar,71.64,Oe
wurzburg,49.82,9.95,Riesling,1973,sugar,81.33,Oe
wurzburg,49.82,9.95,Riesling,1972,sugar,62.92,Oe
wurzburg,49.82,9.95,Riesling,1971,sugar,110.1,Oe
wurzburg,49.82,9.95,Riesling,1970,sugar,77.77,Oe
wurzburg,49.82,9.95,Riesling,1969,sugar,80.03,Oe
wurzburg,49.82,9.95,Riesling,1968,sugar,70.02,Oe
wurzburg,49.82,9.95,Riesling,1967,sugar,77.77,Oe
wurzburg,49.82,9.95,Riesling,1966,sugar,72.61,Oe
wurzburg,49.82,9.95,Riesling,1965,sugar,56.46,Oe
wurzburg,49.82,9.95,Riesling,1964,sugar,78.42,Oe
wurzburg,49.82,9.95,Riesling,1963,sugar,90.69,Oe
wurzburg,49.82,9.95,Riesling,1962,sugar,91.34,Oe
